grainID,grainType,quantity,price,supplierName,reorderLevel,DateofOrder,batchNumber,warehouse
1812,Rice,545,0.96,"Healthy Grains",333,25-01-2025,IQRY,"Warehouse C"
1719,Buckwheat,774,0.81,"ABC Farms",491,22-01-2025,4LGV,"Warehouse C"
1512,Wheat,534,2.81,"ABC Farms",495,18-02-2025,92IM,"Warehouse C"
1510,Buckwheat,1165,1.87,"Old Mill",154,21-01-2025,3J6X,"Warehouse B"
1259,Millet,1177,1,"ABC Farms",200,20-02-2025,QQFV,"Warehouse B"
1359,Barley,1448,1.63,"XYZ Grains Co.",266,11-02-2025,5ZY7,"Warehouse C"
1928,Rye,750,1.31,"XYZ Grains Co.",161,23-01-2025,G7Y9,"Warehouse A"
1967,Wheat,694,2.85,"Healthy Grains",148,07-02-2025,NHOV,"Warehouse A"
1895,Rye,1314,1.19,"XYZ Grains Co.",304,23-01-2025,4RF8,"Warehouse A"
1141,Quinoa,141,2.88,"Grain Masters",320,19-02-2025,AXDJ,"Warehouse B"
1541,Barley,159,2.27,"Healthy Grains",277,25-01-2025,H1XQ,"Warehouse B"
1574,Corn,811,2.72,"Organic Grains",232,30-01-2025,MN1Z,"Warehouse A"
1592,Rice,1333,2.22,"Grain Masters",333,10-02-2025,4H46,"Warehouse A"
1382,Buckwheat,1285,1.06,"ABC Farms",214,27-01-2025,H8ZT,"Warehouse A"
1282,Wheat,1372,1.83,"Grains World",195,19-02-2025,K5RY,"Warehouse A"
1394,Quinoa,175,0.59,"Grain Masters",222,06-02-2025,QXCI,"Warehouse B"
1354,Buckwheat,780,0.82,"Organic Grains",334,04-02-2025,FWZQ,"Warehouse C"
1186,Rye,975,1.59,"Grains World",197,17-02-2025,6FG8,"Warehouse B"
1229,Corn,839,1.17,"Grains World",173,06-02-2025,XGYN,"Warehouse A"
1942,Buckwheat,201,2.81,"Grains World",487,07-02-2025,NMBM,"Warehouse A"
1818,Barley,350,2.14,"Organic Grains",467,23-01-2025,LVTS,"Warehouse A"
1346,Millet,543,2.16,"Organic Grains",131,16-02-2025,4VJZ,"Warehouse A"
1294,Corn,719,1.28,"Grain Masters",310,14-02-2025,C4KK,"Warehouse B"
1862,Wheat,1254,0.71,"Grain Masters",146,26-01-2025,D8EI,"Warehouse A"
1932,Buckwheat,1109,0.83,"Old Mill",474,14-02-2025,4IMN,"Warehouse A"
1047,Quinoa,1346,2.7,"ABC Farms",273,13-02-2025,K15A,"Warehouse A"
1350,Buckwheat,1118,1.45,"Grains World",333,04-02-2025,QHCT,"Warehouse C"
1281,Millet,782,1.7,"XYZ Grains Co.",374,08-02-2025,FYO3,"Warehouse B"
1025,Oats,546,2.87,"Grain Masters",398,06-02-2025,OXY7,"Warehouse B"
1555,Buckwheat,308,1.46,"Healthy Grains",313,27-01-2025,YTEQ,"Warehouse B"
1806,Sorghum,109,1.55,"Grain Masters",246,21-01-2025,D6OW,"Warehouse A"
1017,Rice,1088,2.33,"XYZ Grains Co.",145,08-02-2025,YS89,"Warehouse A"
1167,Rye,306,2.56,"Grain Masters",429,18-02-2025,K3Z7,"Warehouse A"
1063,Quinoa,1366,0.59,"Grain Masters",363,16-02-2025,6U42,"Warehouse B"
1203,Corn,472,2.78,"Grain Masters",292,17-02-2025,3C3A,"Warehouse C"
1477,Buckwheat,678,0.62,"Grains World",251,18-02-2025,L9RF,"Warehouse C"
1699,Wheat,308,1.58,"Old Mill",227,14-02-2025,SQA2,"Warehouse A"
1062,Wheat,977,0.58,"Grain Masters",121,21-01-2025,XYAX,"Warehouse A"
1659,Rice,1225,1.19,"XYZ Grains Co.",435,30-01-2025,6QBS,"Warehouse A"
1416,Quinoa,1434,2.48,"Grains World",108,02-02-2025,TT5R,"Warehouse A"
1382,Wheat,140,0.89,"Grain Masters",381,13-02-2025,9KAB,"Warehouse C"
1721,Corn,598,1.31,"XYZ Grains Co.",191,05-02-2025,PPW3,"Warehouse A"
1814,Millet,344,2.4,"Grains World",355,24-01-2025,P2N0,"Warehouse B"
1704,Barley,459,2.69,"Grain Masters",388,18-02-2025,MBJR,"Warehouse A"
1878,Millet,159,1.82,"Grain Masters",194,18-02-2025,SODX,"Warehouse C"
1319,Wheat,431,1.55,"Grain Masters",216,17-02-2025,1VRE,"Warehouse B"
1173,Corn,846,2.48,"Grains World",290,07-02-2025,QONO,"Warehouse B"
1253,Rice,124,0.61,"Organic Grains",318,20-02-2025,2RM6,"Warehouse C"
1699,Rice,837,2.04,"Grains World",218,02-02-2025,GOSU,"Warehouse C"
1095,Buckwheat,536,0.69,"Grains World",231,11-02-2025,I8VK,"Warehouse B"
1190,Buckwheat,887,1.99,"Old Mill",371,02-02-2025,BVKC,"Warehouse A"
1478,Millet,436,1.08,"ABC Farms",456,21-01-2025,LFKZ,"Warehouse C"
1455,Oats,1164,1.1,"Healthy Grains",402,19-02-2025,S26T,"Warehouse A"
1571,Rye,443,0.63,"Grains World",262,17-02-2025,6IEX,"Warehouse A"
1248,Barley,512,1.35,"Organic Grains",164,19-02-2025,J2QG,"Warehouse B"
1453,Corn,130,1.01,"Old Mill",248,01-02-2025,T1E1,"Warehouse B"
1292,Millet,1223,1.29,"ABC Farms",177,26-01-2025,RARK,"Warehouse A"
1985,Quinoa,1204,2.19,"XYZ Grains Co.",116,11-02-2025,3WYV,"Warehouse B"
1837,Rice,560,0.96,"Grains World",323,16-02-2025,B9NF,"Warehouse B"
1606,Corn,371,2.92,"Grain Masters",426,25-01-2025,467S,"Warehouse C"
1973,Corn,1204,2.43,"Grains World",239,12-02-2025,0DC3,"Warehouse C"
1521,Sorghum,905,0.92,"Grains World",356,04-02-2025,H0GY,"Warehouse B"
1736,Millet,390,0.8,"Healthy Grains",347,23-01-2025,PV65,"Warehouse A"
1278,Millet,182,1.49,"XYZ Grains Co.",146,05-02-2025,2YAN,"Warehouse C"
1576,Rye,591,2.15,"Organic Grains",284,27-01-2025,KGLL,"Warehouse A"
1221,Rice,889,2.74,"Grain Masters",417,10-02-2025,PU5R,"Warehouse B"
1164,Corn,1210,2.97,"ABC Farms",267,24-01-2025,H785,"Warehouse A"
1743,Wheat,1267,2.67,"Old Mill",145,07-02-2025,2Y9E,"Warehouse C"
1532,Corn,658,0.53,"ABC Farms",253,08-02-2025,MG1Z,"Warehouse B"
1790,Barley,258,2.15,"ABC Farms",120,26-01-2025,VOX0,"Warehouse B"
1966,Rice,998,2.18,"XYZ Grains Co.",480,16-02-2025,GB1B,"Warehouse A"
1154,Quinoa,155,1.98,"Organic Grains",324,13-02-2025,79XV,"Warehouse A"
1758,Rye,1486,0.78,"Grain Masters",111,27-01-2025,P90H,"Warehouse A"
1033,Sorghum,705,2.51,"ABC Farms",187,10-02-2025,WOHD,"Warehouse A"
1791,Sorghum,1209,1.73,"Old Mill",430,29-01-2025,B23S,"Warehouse C"
1559,Wheat,1091,1.25,"ABC Farms",296,26-01-2025,8DF4,"Warehouse C"
1013,Sorghum,566,1.38,"Healthy Grains",492,10-02-2025,6C5H,"Warehouse C"
1025,Millet,197,0.94,"XYZ Grains Co.",446,06-02-2025,HF3D,"Warehouse C"
1544,Millet,1411,0.94,"Healthy Grains",236,06-02-2025,Z3JS,"Warehouse B"
1841,Barley,346,1.77,"XYZ Grains Co.",267,14-02-2025,L7UJ,"Warehouse C"
1692,Sorghum,856,1.08,"Grain Masters",316,01-02-2025,E0M3,"Warehouse C"
1849,Corn,1418,1.86,"Healthy Grains",129,10-02-2025,92Y4,"Warehouse B"
1897,Sorghum,305,2.32,"ABC Farms",307,13-02-2025,NQCJ,"Warehouse A"
1837,Sorghum,788,1.02,"ABC Farms",483,19-02-2025,TWRB,"Warehouse B"
1966,Sorghum,828,1.68,"Grain Masters",392,20-02-2025,8HVJ,"Warehouse A"
1666,Buckwheat,743,1.18,"Organic Grains",367,02-02-2025,3SKL,"Warehouse B"
1757,Quinoa,648,1.07,"XYZ Grains Co.",340,01-02-2025,6ZE9,"Warehouse C"
1275,Corn,1500,2.12,"XYZ Grains Co.",139,30-01-2025,SNJ6,"Warehouse C"
1449,Rice,774,2.39,"Healthy Grains",188,09-02-2025,AW0H,"Warehouse A"
1676,Buckwheat,1479,2.72,"Grains World",216,28-01-2025,JWW9,"Warehouse C"
1532,Buckwheat,406,2.51,"ABC Farms",196,18-02-2025,5KAR,"Warehouse B"
1093,Barley,420,1.06,"XYZ Grains Co.",351,31-01-2025,ZCVX,"Warehouse B"
1208,Barley,1412,2.27,"Healthy Grains",385,30-01-2025,XP1C,"Warehouse A"
1816,Rye,213,1.14,"ABC Farms",291,11-02-2025,G0A4,"Warehouse C"
1314,Wheat,203,1.65,"Healthy Grains",166,12-02-2025,BDG4,"Warehouse B"
1996,Oats,104,0.75,"ABC Farms",312,17-02-2025,ZH1W,"Warehouse C"
1766,Oats,668,2.56,"Grains World",239,06-02-2025,LI8F,"Warehouse A"
1192,Barley,1420,0.7,"Organic Grains",381,01-02-2025,21FK,"Warehouse B"
1683,Rye,1469,2.26,"Old Mill",236,15-02-2025,ZXYN,"Warehouse A"
1570,Corn,904,0.75,"Healthy Grains",408,01-02-2025,XGMC,"Warehouse B"
1295,Wheat,399,2.39,"Healthy Grains",429,19-02-2025,4XRX,"Warehouse C"
1892,Quinoa,544,1.64,"ABC Farms",485,27-01-2025,K8IE,"Warehouse C"
1886,Rice,789,2.98,"XYZ Grains Co.",176,11-02-2025,MZ5W,"Warehouse A"
1328,Corn,946,2.37,"Organic Grains",197,12-02-2025,RW4V,"Warehouse A"
1680,Wheat,1466,0.63,"XYZ Grains Co.",243,29-01-2025,L2PQ,"Warehouse A"
1764,Oats,861,1.73,"Grains World",244,21-01-2025,W5FP,"Warehouse C"
1137,Rice,1328,2.36,"Grain Masters",459,09-02-2025,9HBZ,"Warehouse C"
1097,Quinoa,602,1.76,"Grain Masters",432,25-01-2025,CDT5,"Warehouse A"
1933,Buckwheat,514,2.85,"Old Mill",436,11-02-2025,S7QV,"Warehouse A"
1047,Oats,365,0.79,"ABC Farms",405,29-01-2025,H4HT,"Warehouse C"
1510,Corn,1050,1.26,"Healthy Grains",428,02-02-2025,PR5P,"Warehouse A"
1831,Wheat,206,2.03,"Organic Grains",255,12-02-2025,J6HE,"Warehouse C"
1832,Rye,1112,1.43,"Organic Grains",215,20-02-2025,OR4I,"Warehouse A"
1266,Barley,746,2.46,"Organic Grains",222,01-02-2025,M465,"Warehouse C"
1646,Rye,1111,2.33,"Organic Grains",236,23-01-2025,2V8L,"Warehouse B"
1532,Quinoa,202,2.96,"Healthy Grains",416,08-02-2025,9W8Z,"Warehouse A"
1658,Wheat,1090,1.68,"Organic Grains",280,04-02-2025,XE35,"Warehouse B"
1613,Millet,682,0.51,"XYZ Grains Co.",373,22-01-2025,I6ZW,"Warehouse B"
1306,Quinoa,930,2,"Grains World",455,21-01-2025,TZLY,"Warehouse B"
1330,Millet,998,2.68,"Grains World",405,11-02-2025,2Q6A,"Warehouse C"
1991,Wheat,159,1.72,"Grain Masters",112,08-02-2025,K1N5,"Warehouse A"
1259,Quinoa,1240,0.87,"Healthy Grains",284,25-01-2025,GPKV,"Warehouse B"
1913,Barley,595,2.23,"Organic Grains",236,29-01-2025,6NHX,"Warehouse B"
1088,Buckwheat,317,2.35,"Grains World",377,27-01-2025,FHLK,"Warehouse A"
1300,Corn,891,2.64,"Organic Grains",444,01-02-2025,EFQB,"Warehouse C"
1803,Buckwheat,1173,1.2,"Grains World",269,04-02-2025,Z9NE,"Warehouse B"
1047,Oats,255,1.83,"ABC Farms",362,01-02-2025,IA93,"Warehouse B"
1051,Barley,718,1.12,"Grain Masters",255,02-02-2025,RQ6J,"Warehouse B"
1938,Quinoa,1325,1.02,"Grains World",259,10-02-2025,610I,"Warehouse C"
1341,Barley,1409,2.95,"Grain Masters",372,22-01-2025,2GU8,"Warehouse B"
1861,Quinoa,770,0.5,"Organic Grains",157,03-02-2025,UL6Q,"Warehouse C"
1136,Quinoa,1357,1.02,"Grains World",482,23-01-2025,N20G,"Warehouse C"
1083,Corn,990,0.7,"Old Mill",309,20-02-2025,CVYD,"Warehouse C"
1885,Buckwheat,1156,2.22,"Organic Grains",460,23-01-2025,8Y3O,"Warehouse B"
1561,Sorghum,1248,1.55,"Grain Masters",208,24-01-2025,LEH5,"Warehouse A"
1367,Rice,199,2.3,"Grain Masters",418,24-01-2025,7PW1,"Warehouse A"
1341,Sorghum,160,0.82,"XYZ Grains Co.",489,28-01-2025,1BYV,"Warehouse A"
1564,Corn,1468,1.83,"Organic Grains",385,19-02-2025,XBOG,"Warehouse C"
1846,Sorghum,1323,1.54,"XYZ Grains Co.",370,28-01-2025,H52R,"Warehouse B"
1141,Quinoa,219,2.89,"Grains World",279,24-01-2025,AAXA,"Warehouse B"
1887,Wheat,450,0.79,"Grains World",190,01-02-2025,STPR,"Warehouse B"
1049,Oats,724,1.23,"Organic Grains",429,05-02-2025,7UBH,"Warehouse B"
1381,Corn,108,2.03,"Old Mill",302,09-02-2025,74MH,"Warehouse C"
1866,Barley,430,0.53,"Grain Masters",212,22-01-2025,180I,"Warehouse B"
1994,Rice,456,2.57,"Grains World",324,18-02-2025,2PGH,"Warehouse A"
1309,Sorghum,947,0.86,"Grain Masters",448,28-01-2025,AS7N,"Warehouse B"
1000,Quinoa,311,0.62,"Grain Masters",263,08-02-2025,XA1R,"Warehouse A"
1784,Wheat,450,1.37,"Grains World",358,18-02-2025,CP50,"Warehouse C"
1997,Sorghum,1066,0.69,"XYZ Grains Co.",290,15-02-2025,Z1HT,"Warehouse B"
1372,Wheat,373,0.83,"ABC Farms",121,02-02-2025,RMPH,"Warehouse B"
1760,Quinoa,985,2.08,"Grain Masters",376,10-02-2025,HG0A,"Warehouse B"
1772,Rye,270,2.7,"Organic Grains",495,26-01-2025,3ATS,"Warehouse C"
1667,Oats,114,1.59,"Grain Masters",411,04-02-2025,M31E,"Warehouse C"
1076,Rye,344,0.83,"XYZ Grains Co.",292,13-02-2025,H9OJ,"Warehouse A"
1230,Rye,968,1.91,"XYZ Grains Co.",247,30-01-2025,P5WC,"Warehouse B"
1604,Rye,1176,1.61,"Organic Grains",465,10-02-2025,P59G,"Warehouse C"
1555,Corn,850,2.48,"ABC Farms",185,23-01-2025,GASE,"Warehouse B"
1209,Quinoa,376,2.24,"ABC Farms",489,26-01-2025,VXWE,"Warehouse C"
1217,Corn,1089,2.98,"Grain Masters",310,15-02-2025,KRQT,"Warehouse B"
1707,Wheat,904,2.17,"Old Mill",404,28-01-2025,BF67,"Warehouse B"
1027,Wheat,508,2.91,"Grain Masters",397,31-01-2025,UBQA,"Warehouse A"
1061,Rye,1314,1.61,"Grains World",314,10-02-2025,QZZ7,"Warehouse B"
1327,Barley,739,1.65,"Healthy Grains",469,17-02-2025,U27G,"Warehouse A"
1443,Quinoa,1382,2.94,"Grains World",358,12-02-2025,76TV,"Warehouse B"
1205,Millet,538,2.73,"Old Mill",392,13-02-2025,1P7L,"Warehouse A"
1970,Wheat,1257,2.38,"Old Mill",330,09-02-2025,KZNO,"Warehouse C"
1144,Quinoa,742,1.57,"Organic Grains",214,11-02-2025,FBIM,"Warehouse A"
1205,Quinoa,1414,2.72,"Old Mill",336,11-02-2025,KQVY,"Warehouse C"
1220,Wheat,1242,2.67,"Grains World",440,18-02-2025,ZOUT,"Warehouse A"
1837,Rye,1224,1.2,"Old Mill",263,28-01-2025,T8H5,"Warehouse A"
1710,Corn,365,1.9,"Grain Masters",441,20-02-2025,KWQX,"Warehouse C"
1699,Sorghum,675,2.96,"ABC Farms",449,17-02-2025,E8DO,"Warehouse C"
1475,Corn,733,1.17,"ABC Farms",421,21-01-2025,3IQ7,"Warehouse A"
1394,Corn,1007,3,"Grains World",151,11-02-2025,2CYG,"Warehouse A"
1024,Barley,441,1.86,"ABC Farms",315,26-01-2025,XZB5,"Warehouse A"
1846,Rice,711,0.86,"ABC Farms",342,30-01-2025,JYAF,"Warehouse A"
1721,Rice,1014,0.7,"Organic Grains",296,22-01-2025,ZFLC,"Warehouse B"
1881,Millet,1291,1.34,"Organic Grains",476,08-02-2025,IQIQ,"Warehouse C"
1047,Sorghum,343,1.34,"Old Mill",323,04-02-2025,XJJ9,"Warehouse B"
1694,Rice,1500,2.69,"XYZ Grains Co.",425,24-01-2025,LVF3,"Warehouse A"
1949,Rice,264,1.35,"Old Mill",420,12-02-2025,RXAY,"Warehouse C"
1999,Sorghum,724,2.98,"XYZ Grains Co.",476,06-02-2025,FU0A,"Warehouse B"
1253,Sorghum,202,2.52,"Organic Grains",241,01-02-2025,MWR8,"Warehouse C"
1937,Millet,585,1.89,"Old Mill",260,03-02-2025,QBBS,"Warehouse C"
1449,Sorghum,335,2.95,"Organic Grains",336,17-02-2025,V6NN,"Warehouse C"
1330,Wheat,638,0.91,"XYZ Grains Co.",185,04-02-2025,4D1G,"Warehouse B"
1379,Buckwheat,1321,0.73,"Old Mill",258,24-01-2025,ZOFC,"Warehouse A"
1218,Rice,954,2.86,"Healthy Grains",111,08-02-2025,ONE0,"Warehouse B"
1111,Corn,606,0.5,"XYZ Grains Co.",180,14-02-2025,JMZ9,"Warehouse B"
1673,Buckwheat,1057,2.23,"ABC Farms",280,14-02-2025,R4Y6,"Warehouse A"
1940,Wheat,905,0.9,"Grains World",331,14-02-2025,H721,"Warehouse B"
1062,Rice,671,0.55,"XYZ Grains Co.",463,19-02-2025,W4ZF,"Warehouse A"
1320,Quinoa,360,1.62,"Old Mill",375,10-02-2025,JLPG,"Warehouse B"
1405,Rice,294,2.46,"Old Mill",209,07-02-2025,OHPM,"Warehouse C"
1015,Rice,995,1.99,"Healthy Grains",235,13-02-2025,534W,"Warehouse A"
1959,Rice,916,2.22,"Grain Masters",457,28-01-2025,SUN7,"Warehouse C"
1940,Buckwheat,370,1.07,"Grain Masters",133,25-01-2025,YXV5,"Warehouse A"
1769,Oats,1373,2.82,"Healthy Grains",270,19-02-2025,Q96O,"Warehouse B"
1779,Quinoa,235,1.79,"Old Mill",315,29-01-2025,1MZN,"Warehouse C"
1813,Oats,680,1.05,"Healthy Grains",181,06-02-2025,ONQI,"Warehouse A"
1847,Buckwheat,1191,2.42,"Grain Masters",480,14-02-2025,I2CO,"Warehouse C"
1628,Sorghum,1474,1.51,"Grains World",226,19-02-2025,GF2W,"Warehouse C"
1967,Quinoa,1082,0.53,"Old Mill",488,13-02-2025,H3NX,"Warehouse C"
1174,Sorghum,1140,1.17,"Grains World",494,23-01-2025,5RII,"Warehouse C"
1432,Corn,234,1.32,"XYZ Grains Co.",417,27-01-2025,QBP3,"Warehouse C"
1717,Corn,1313,1.25,"Healthy Grains",267,13-02-2025,SEZS,"Warehouse B"
1447,Millet,379,1.09,"XYZ Grains Co.",350,07-02-2025,KTPY,"Warehouse A"
1319,Wheat,703,1.95,"Healthy Grains",428,03-02-2025,0J0R,"Warehouse C"
1232,Buckwheat,736,2.72,"Healthy Grains",378,17-02-2025,J1SS,"Warehouse C"
1502,Barley,890,2.37,"Old Mill",132,30-01-2025,DZ1Z,"Warehouse B"
1360,Rice,477,1.29,"XYZ Grains Co.",195,19-02-2025,PT0Z,"Warehouse C"
1521,Corn,1191,0.8,"Healthy Grains",387,31-01-2025,L25Q,"Warehouse B"
1371,Quinoa,577,2.55,"Grain Masters",145,18-02-2025,0G8R,"Warehouse A"
1836,Barley,161,2.71,"Grain Masters",132,23-01-2025,VNKM,"Warehouse C"
1286,Barley,1168,2.09,"XYZ Grains Co.",313,25-01-2025,R09N,"Warehouse A"
1124,Corn,1401,2.45,"XYZ Grains Co.",287,03-02-2025,0L0A,"Warehouse B"
1716,Barley,1049,0.91,"Old Mill",387,22-01-2025,CB8I,"Warehouse A"
1349,Buckwheat,553,0.56,"XYZ Grains Co.",129,20-02-2025,9BBH,"Warehouse A"
1459,Rice,1449,1.64,"Grains World",223,08-02-2025,RFZ2,"Warehouse C"
1465,Millet,1070,1.57,"Organic Grains",479,06-02-2025,OQQG,"Warehouse C"
1894,Corn,1044,1.3,"ABC Farms",100,28-01-2025,0PN0,"Warehouse A"
1504,Rice,996,0.84,"Old Mill",180,15-02-2025,APHX,"Warehouse A"
1440,Oats,1297,0.91,"XYZ Grains Co.",107,27-01-2025,KO74,"Warehouse A"
1178,Buckwheat,1227,0.62,"Grains World",372,04-02-2025,2ZFF,"Warehouse C"
1160,Rye,701,2.75,"Grains World",143,18-02-2025,L6L3,"Warehouse A"
1478,Corn,1054,1.54,"Grains World",310,09-02-2025,4Z4F,"Warehouse B"
1307,Buckwheat,1031,0.74,"Grain Masters",209,19-02-2025,832O,"Warehouse A"
1427,Sorghum,744,1.8,"Grains World",344,01-02-2025,6RCC,"Warehouse C"
1394,Oats,1040,1.61,"Healthy Grains",390,28-01-2025,YXGY,"Warehouse C"
1205,Wheat,361,0.89,"Organic Grains",106,08-02-2025,154P,"Warehouse C"
1512,Buckwheat,1142,1.38,"ABC Farms",262,05-02-2025,5W1O,"Warehouse C"
1842,Millet,760,0.71,"Grain Masters",142,08-02-2025,X7LA,"Warehouse C"
1294,Rice,884,1.88,"Healthy Grains",462,12-02-2025,6LB7,"Warehouse B"
1893,Corn,449,1.95,"XYZ Grains Co.",195,15-02-2025,WMFB,"Warehouse B"
1482,Oats,1084,1.97,"Healthy Grains",357,06-02-2025,IZN4,"Warehouse C"
1869,Sorghum,386,1.31,"XYZ Grains Co.",163,10-02-2025,OAMU,"Warehouse B"
1066,Corn,920,1.71,"Old Mill",228,26-01-2025,89WC,"Warehouse A"
1297,Wheat,1387,2.01,"XYZ Grains Co.",271,17-02-2025,BZIA,"Warehouse B"
1920,Rice,648,1.56,"Healthy Grains",172,03-02-2025,AEHN,"Warehouse A"
1829,Rice,422,1.69,"Old Mill",252,02-02-2025,HSR6,"Warehouse C"
1163,Quinoa,330,2.84,"ABC Farms",171,20-02-2025,JAK2,"Warehouse C"
1708,Wheat,250,1.82,"Grain Masters",435,28-01-2025,Y6A0,"Warehouse C"
1828,Buckwheat,1231,2.46,"Old Mill",229,11-02-2025,WSKQ,"Warehouse B"
1209,Wheat,131,1.44,"Grain Masters",217,17-02-2025,Q8BE,"Warehouse C"
1728,Corn,349,2.38,"Healthy Grains",324,03-02-2025,6WDD,"Warehouse B"
1712,Corn,1432,0.91,"ABC Farms",403,03-02-2025,WCUF,"Warehouse C"
1061,Rye,1435,0.75,"XYZ Grains Co.",322,30-01-2025,ROB8,"Warehouse C"
1055,Rye,1005,3,"Organic Grains",142,25-01-2025,DZBX,"Warehouse B"
1355,Oats,752,1.57,"ABC Farms",245,14-02-2025,M83N,"Warehouse C"
1089,Rye,572,0.52,"XYZ Grains Co.",491,25-01-2025,VE9L,"Warehouse A"
1258,Buckwheat,1376,2.1,"ABC Farms",239,10-02-2025,XNS5,"Warehouse A"
1337,Oats,325,1.12,"Grain Masters",167,23-01-2025,UE4F,"Warehouse C"
1014,Wheat,379,1.32,"Healthy Grains",491,14-02-2025,J5LO,"Warehouse A"
1043,Sorghum,1078,0.93,"ABC Farms",259,12-02-2025,RXLQ,"Warehouse C"
1503,Corn,660,2.02,"Healthy Grains",437,15-02-2025,X898,"Warehouse B"
1619,Sorghum,1262,0.83,"ABC Farms",175,28-01-2025,YMKN,"Warehouse A"
1586,Wheat,868,0.84,"Healthy Grains",363,08-02-2025,J6XB,"Warehouse B"
1871,Sorghum,1046,0.56,"Grains World",428,13-02-2025,0PME,"Warehouse C"
1696,Rice,901,0.58,"Grain Masters",285,29-01-2025,LV7Y,"Warehouse C"
1871,Rye,1162,1.62,"Old Mill",430,19-02-2025,PHNG,"Warehouse B"
1558,Barley,714,2.03,"Old Mill",109,20-02-2025,DJ4U,"Warehouse B"
1583,Sorghum,870,2.34,"Healthy Grains",268,15-02-2025,XOEO,"Warehouse A"
1951,Barley,972,2.11,"ABC Farms",484,31-01-2025,FP9D,"Warehouse A"
1155,Millet,1329,0.58,"Old Mill",133,08-02-2025,RFKM,"Warehouse A"
1926,Quinoa,301,0.77,"Organic Grains",132,08-02-2025,Z8KB,"Warehouse A"
1703,Wheat,448,1.3,"ABC Farms",176,20-02-2025,JWAJ,"Warehouse A"
1177,Oats,1390,2.65,"Grain Masters",121,25-01-2025,VIXV,"Warehouse B"
1760,Buckwheat,836,1.86,"Organic Grains",191,02-02-2025,MVHE,"Warehouse C"
1315,Oats,1464,1.43,"Grains World",195,15-02-2025,MX6L,"Warehouse C"
1736,Sorghum,1377,1.76,"ABC Farms",159,21-01-2025,D654,"Warehouse A"
1806,Rice,795,0.67,"Old Mill",342,27-01-2025,49K3,"Warehouse B"
1583,Rice,593,2.86,"Organic Grains",206,25-01-2025,BRC6,"Warehouse A"
1742,Barley,947,0.7,"Grains World",462,18-02-2025,MHT5,"Warehouse A"
1249,Quinoa,548,1.85,"Healthy Grains",462,23-01-2025,SWI3,"Warehouse B"
1597,Rice,200,2.68,"Organic Grains",440,22-01-2025,5566,"Warehouse B"
1635,Rye,1021,2.44,"Healthy Grains",435,31-01-2025,1GRU,"Warehouse C"
1763,Millet,490,2.17,"Grains World",495,28-01-2025,BPE5,"Warehouse C"
1627,Oats,1194,1.38,"Healthy Grains",336,21-01-2025,6UWK,"Warehouse C"
1481,Oats,280,0.54,"Grain Masters",227,19-02-2025,X0VW,"Warehouse B"
1773,Sorghum,456,2.01,"Grains World",125,01-02-2025,A6ZJ,"Warehouse C"
1365,Corn,1495,1.95,"Old Mill",330,31-01-2025,YJ92,"Warehouse A"
1330,Barley,1127,1.36,"Grain Masters",432,03-02-2025,EMYH,"Warehouse B"
1547,Quinoa,143,1.53,"XYZ Grains Co.",208,02-02-2025,3X45,"Warehouse A"
1813,Wheat,1252,2.03,"Organic Grains",118,12-02-2025,GSDZ,"Warehouse B"
1832,Oats,480,1.63,"Grain Masters",164,12-02-2025,WDAL,"Warehouse C"
1053,Oats,777,1.86,"Grain Masters",297,15-02-2025,S270,"Warehouse A"
1183,Buckwheat,152,2.09,"Healthy Grains",177,26-01-2025,AM3T,"Warehouse C"
1082,Barley,635,2.79,"Grain Masters",420,17-02-2025,ZJP0,"Warehouse C"
1146,Rice,389,2.67,"Old Mill",414,02-02-2025,DSTH,"Warehouse C"
1036,Sorghum,693,2.02,"ABC Farms",449,23-01-2025,S8CN,"Warehouse C"
1272,Rice,602,1.28,"Grain Masters",118,11-02-2025,XYPY,"Warehouse B"
1112,Barley,565,2.05,"XYZ Grains Co.",119,01-02-2025,6PH1,"Warehouse C"
1410,Quinoa,1149,1.4,"ABC Farms",111,06-02-2025,6NTB,"Warehouse C"
1920,Quinoa,719,1.75,"Grain Masters",271,28-01-2025,SGYU,"Warehouse B"
1312,Buckwheat,1005,2.48,"Organic Grains",204,30-01-2025,YZSH,"Warehouse A"
1640,Buckwheat,806,2.28,"Healthy Grains",225,14-02-2025,APMM,"Warehouse C"
1022,Millet,363,1.02,"Healthy Grains",381,05-02-2025,RZDN,"Warehouse B"
1175,Millet,1259,0.55,"Grains World",311,13-02-2025,7ZEP,"Warehouse C"
1799,Quinoa,291,1.51,"Healthy Grains",310,12-02-2025,8QQU,"Warehouse B"
1811,Rye,335,2.21,"Grain Masters",324,07-02-2025,94GO,"Warehouse B"
1361,Wheat,1077,0.56,"Healthy Grains",457,29-01-2025,BIMC,"Warehouse B"
1776,Wheat,898,0.63,"XYZ Grains Co.",382,14-02-2025,4L66,"Warehouse A"
1248,Oats,1009,1.39,"ABC Farms",392,10-02-2025,R4AS,"Warehouse A"
1393,Sorghum,283,0.88,"Grains World",214,29-01-2025,WV4O,"Warehouse C"
1875,Wheat,983,1.79,"Organic Grains",298,31-01-2025,IIY2,"Warehouse B"
1419,Rice,678,1.24,"Grain Masters",151,11-02-2025,22D9,"Warehouse C"
1927,Sorghum,1245,2.09,"Grain Masters",414,27-01-2025,PLLF,"Warehouse A"
